PM10,SO2,NO2,CO,TEMP,PRES,DEWP,RAIN,WSPM,O3,PM2.5
154,41,81,1600,5.7,1006.2,-6.6,0,1.2,3.6414,94
138,31,75,1500,6.2,1006,-6.8,0,0.9,1.9278,94
142,34,68,1600,6.8,1006.1,-6.9,0,0,2.9988,90
139,31,57,1200,11.5,1006.1,-7.4,0,3.1,7.7112,78
171,29,49,800,10.8,1006.6,-6.1,0,3.5,14.3514,84
240,15,30,400,9.8,1006.7,-6.1,0,4.4,34.272,85
182,19,24,400,9,1007.7,-6.1,0,3.1,41.9832,70
141,18,22,400,8.7,1008.9,-6.3,0,1.7,42.6258,52
122,13,25,400,9,1009.6,-5.7,0,4.9,41.1264,51
63,5,15,400,10.3,1009.9,-7,0,3.4,50.337,28
40,4,13,300,10.7,1010.1,-6.6,0,4.5,56.763,17
32,3,10,300,11.4,1010.4,-8.5,0,5.5,62.118,10
53,6,11,300,10.3,1010.5,-9.4,0,2.1,58.6908,13
56,1,6,200,11.7,1010.1,-9.9,0,4.5,67.6872,3
26,1,6,200,11.5,1010.4,-10.7,0,4.1,69.4008,10
28,2,6,200,11.2,1011.3,-11,0,3.7,68.3298,11
24,4,7,200,10.2,1012.6,-11.2,0,2.6,65.5452,5
28,5,7,200,8,1013.9,-10.9,0,1.4,63.4032,5
29,10,8,300,6.8,1014.9,-10.5,0,1.8,58.6908,9
18,12,9,300,5.8,1015.5,-10.9,0,1.9,52.479,9
10,12,11,300,5.8,1015.6,-10.5,0,1.7,47.124,6
9,4,13,300,5.9,1015.6,-10.8,0,2.6,43.4826,8
8,7,13,300,5.3,1015.4,-10.9,0,0.9,47.5524,7
6,7,14,300,3.4,1014.9,-9.3,0,0.9,51.1938,7
6,19,17,300,2.4,1014.9,-9.9,0,1.7,44.982,5
22,10,36,900,1.6,1014.5,-9.4,0,1.1,22.9194,24
22,9,36,800,1.6,1014.3,-10,0,1.3,17.7786,23
6,5,16,600,0.6,1013.8,-10,0,0.1,40.0554,12
6,7,11,600,0.4,1013.6,-9.4,0,1,46.2672,12
19,6,24,600,-0.4,1013.7,-9.8,0,1.8,26.775,12
23,8,34,900,-0.3,1013.9,-9.7,0,0.8,13.7088,21
29,18,33,1200,-0.3,1014.7,-9.7,0,0.9,16.065,18
53,23,40,1600,1.6,1015.5,-10.9,0,2.2,16.065,32
40,30,43,1000,6.5,1015.9,-11.7,0,3.1,14.994,30
26,14,33,700,7.6,1015.9,-12.8,0,3.6,23.562,21
24,10,19,500,8.5,1015.6,-13.2,0,3.4,41.1264,11
23,8,10,400,8.8,1014.7,-13,0,6,55.0494,9
21,8,11,400,9.8,1014.3,-12.8,0,5,56.9772,7
32,6,9,400,9.9,1014.1,-12.7,0,5.2,59.5476,7
34,4,9,300,9.9,1014.4,-14.8,0,3,62.118,10
39,4,8,300,8.9,1015.2,-13.5,0,3.4,62.3322,11
25,3,9,300,7.3,1015.8,-14.2,0,4.5,60.1902,9
27,3,9,300,6.8,1016.7,-15.3,0,2.5,58.6908,7
25,4,12,400,6.5,1017.1,-14.9,0,2.8,54.621,9
16,4,11,400,5.6,1017.6,-14,0,1.3,54.8352,10
16,4,13,400,4.9,1018,-13,0,1,49.0518,9
14,17,14,400,3.8,1018,-12.2,0,1.8,46.6956,10
11,4,9,400,3.2,1017.8,-11.9,0,1.9,53.1216,7
13,10,14,500,3.7,1018,-11.9,0,1.1,45.1962,13
16,14,15,500,2.6,1017.8,-11,0,1.5,42.6258,16
6,5,13,500,3,1017.9,-10.6,0,1.6,42.6258,12
8,9,19,500,2.6,1017.7,-10.7,0,0.7,34.272,8
7,12,16,300,2.5,1017.5,-11.4,0,1.4,37.9134,6
6,8,16,300,3,1017.8,-12.5,0,2.2,44.7678,5
10,10,12,300,3.2,1018.2,-14,0,2.5,44.5536,9
9,6,10,200,2.3,1018.6,-14,0,1.5,46.6956,7
10,7,12,300,3,1019.2,-13.3,0,1.5,46.4814,7
19,10,20,400,4.8,1019.4,-13.6,0,2.8,34.4862,8
15,8,13,300,5.8,1019.2,-13.8,0,3.2,43.4826,11
14,9,8,200,6.5,1018.6,-13.2,0,3.2,52.6932,7
15,8,6,200,7.6,1017.5,-13.4,0,4,55.9062,11
11,5,6,200,8.2,1016.8,-13.5,0,4.3,56.5488,7
9,4,7,200,8.6,1016.1,-13.8,0,2.6,58.4766,9
10,8,7,200,8.6,1016.1,-14.4,0,2,57.4056,6
9,16,8,200,7.8,1016.1,-14.4,0,2.8,58.6908,5
11,16,8,200,6.1,1016.2,-14.6,0,3.1,61.047,7
17,18,10,300,5.4,1016.8,-14.7,0,2.5,56.3346,6
18,15,13,300,4.7,1017.4,-14.2,0,2,53.1216,6
20,15,13,400,4.3,1017.7,-14,0,2.4,54.621,10
19,21,14,300,3.8,1018.4,-14,0,3,49.4802,6
16,17,11,200,3.3,1018.6,-14,0,3,53.55,7
14,17,9,300,3.1,1018.7,-14.6,0,2.3,55.4778,11
12,5,10,300,1.5,1018.9,-13.8,0,0.7,51.408,7
6,7,9,300,0.9,1018.7,-14,0,0.8,48.4092,11
11,12,14,400,0.8,1018.3,-14.4,0,1.3,40.698,11
14,8,20,600,0.9,1018,-14.4,0,3.1,31.2732,12
10,3,16,300,0.4,1017.6,-13.7,0,2.9,37.9134,11
9,9,16,300,0.2,1017.5,-13.5,0,2.1,37.9134,9
16,29,25,500,0,1017.3,-14,0,0.8,21.42,10
20,36,32,500,0.9,1017.4,-14,0,1.3,12.4236,11
20,36,32,500,1.6,1017.6,-13.7,0,2.1,15.2082,11
21,52,32,600,3.4,1017.8,-13.9,0,0.5,15.8508,14
14,47,27,600,4.8,1017.5,-12.7,0,1.6,22.9194,16
16,42,22,600,4.9,1016.7,-12.6,0,1.5,31.059,19
38,24,25,600,6.4,1015.4,-12.7,0,1.5,33.201,28
41,39,28,600,7.7,1014.1,-12.7,0,2.3,34.9146,34
37,35,26,600,8.1,1013.3,-12.4,0,1.6,38.3418,30
42,39,32,600,8.2,1012.9,-12.3,0,0.7,34.7004,35
47,31,34,600,7.8,1012.8,-12.1,0,1.6,32.9868,36
49,24,38,700,6.3,1013.2,-13.4,0,3,28.4886,36
55,20,42,700,5.5,1013.7,-12.5,0,0.6,21.6342,36
58,29,46,800,3,1014,-11.4,0,0.5,13.923,43
73,31,52,1100,2.1,1014.3,-11.8,0,1.4,9.4248,57
73,25,49,1300,1,1014.6,-11.8,0,1,8.568,64
63,26,47,1100,0.3,1014.7,-11.4,0,1.5,6.2118,55
57,28,47,1200,0.2,1014.4,-11.2,0,1.3,5.355,60
59,26,46,1100,0.3,1014.4,-11.1,0,1.1,5.5692,57
54,25,47,1000,-0.3,1014.2,-11.1,0,0.7,4.4982,51
50,23,45,900,-0.8,1014.5,-10.7,0,0.1,4.7124,47
63,23,44,1300,-1.6,1014.5,-10.4,0,0.1,7.2828,55
76,14,45,1700,-1.8,1014.3,-9.7,0,1.1,5.5692,75
61,22,48,1600,-2,1014.2,-9.8,0,1.4,4.0698,60
40,17,40,1100,-1.9,1014.2,-9.5,0,1,8.3538,38
48,19,45,1300,-1.6,1014.6,-9.5,0,1.1,4.0698,36
43,32,46,1100,-1.9,1015.2,-8.4,0,0.7,5.1408,36
92,41,55,2800,3.4,1015.5,-6.9,0,0.5,8.568,60
147,33,66,4100,7.7,1015.4,-8.8,0,0.5,8.1396,116
145,54,79,3800,8.6,1015.1,-6.8,0,1.8,7.2828,134
200,69,100,3700,9.6,1014.1,-8.1,0,1.5,6.8544,155
121,53,77,1900,10.9,1013.3,-7.9,0,1.2,13.0662,109
121,52,67,1400,10.6,1013.1,-8.7,0,1.6,21.2058,95
52,22,36,700,11.2,1013,-8.1,0,2.2,40.2696,45
38,14,30,500,10.2,1013.2,-8.5,0,1.6,45.6246,33
49,20,36,600,8.6,1013.4,-8,0,0.4,39.8412,36
52,18,43,600,5.6,1013.9,-7.6,0,1.2,30.4164,39
69,20,60,1100,4.9,1014.6,-7.6,0,0,11.3526,54
92,29,63,1700,3.8,1015.1,-7.7,0,0.2,7.2828,81
70,21,52,1100,3.7,1015.7,-8,0,1,9.2106,58
67,22,52,1100,2.5,1016.3,-7.7,0,1,9.4248,55
71,27,50,1100,1.7,1016.5,-7.4,0,0,9.2106,61
60,29,49,1000,2.1,1016.9,-7,0,1.4,6.8544,57
76,22,49,1300,0.8,1017,-7.5,0,1.9,5.7834,63
75,28,50,1900,0.9,1016.9,-7.6,0,1.2,4.9266,71
54,21,48,1200,1,1017,-7.8,0,2.1,3.8556,54
44,19,44,900,0.2,1016.9,-7.6,0,1.6,4.284,43
62,20,44,1600,-0.5,1016.9,-7.3,0,0.6,3.213,47
45,24,46,1100,-0.7,1017,-7.3,0,1.1,1.9278,38
49,21,48,1400,-1.2,1017.4,-7.4,0,0.9,4.7124,37
33,25,42,800,-0.2,1018.3,-7,0,1.2,7.7112,26
80,38,51,2200,3.3,1018.5,-5.4,0,1.2,6.8544,55
114,29,53,2200,5.9,1018.3,-7,0,0.7,6.426,75
158,56,76,3300,8.9,1017.8,-6.9,0,1.1,11.5668,128
159,64,68,2400,10.9,1016.8,-6.9,0,1,13.4946,132
120,77,60,1800,12.1,1015.8,-7.4,0,1.3,16.9218,104
101,85,58,1400,12.6,1015.2,-6.9,0,2,19.278,85
85,72,52,1100,12.4,1014.9,-7.1,0,2.3,23.1336,75
83,49,47,1000,11.6,1015.2,-7.8,0,1.6,28.0602,72
76,45,45,800,9.7,1015.4,-6.6,0,0.8,25.9182,62
83,44,60,1000,7.9,1016,-6.6,0,0,10.71,55
118,50,83,1800,5.6,1016.5,-6.3,0,0.9,1.9278,82
144,48,88,2400,4.9,1016.8,-6.7,0,0.6,5.9976,112
101,37,64,1700,3.9,1017.2,-7.3,0,1.6,4.7124,85
85,34,62,1400,2.6,1017.7,-7.3,0,0.7,3.213,70
98,55,62,1700,2,1017.9,-7.1,0,1.4,1.7136,84
84,54,59,1600,1.5,1017.9,-7.1,0,0,1.071,75
78,36,54,1400,0.6,1017.9,-7,0,1.3,1.071,74
69,27,53,1300,0.1,1018,-6.5,0,0.5,0.2142,57
81,19,53,1600,-0.7,1017.9,-6.7,0,0.5,2.3562,61
105,17,53,2900,-0.8,1017.6,-6.8,0,1,4.7124,83
140,25,72,4800,-1.4,1017.4,-6.7,0,0.4,6.2118,119
103,22,57,3200,-1.6,1017.3,-6.7,0,0,3.6414,93
105,15,54,3000,-1.9,1017.4,-6.6,0,0.9,3.8556,95
156,29,72,5200,-1.1,1017.6,-5.9,0,0,7.497,123
166,39,79,5400,3.7,1017.5,-5.5,0,0.6,9.4248,143
182,56,77,5100,6.6,1017,-6.1,0,0.6,8.7822,141
219,55,94,4600,8.8,1016.2,-5.1,0,1.3,8.3538,160
278,72,128,4800,10.6,1015.2,-5,0,1.2,7.9254,226
278,72,128,NA,12.1,1014,-5.9,0,0.7,8.9964,226
275,110.8128,149.0478,NA,12.4,1013.2,-6.6,0,1.1,10.2816,196
176,87.6792,111.2726,NA,12.4,1012.6,-6.6,0,1.6,14.5656,137
134,76.2552,101.2129,NA,11.6,1012.3,-6.8,0,1,20.1348,101
118,68,96,2000,8.7,1012.4,-6.3,0,0.1,12,110
111,63,97,1900,5.8,1012.8,-5.8,0,0,6,102
128,63,99,2500,5.6,1013,-6,0,0.7,5,115
142,60,94,2900,5.1,1013.2,-6.5,0,1.5,6,137
127,52,90,2400,4.8,1013.3,-6.2,0,0,3,125
112,48,90,2200,3.7,1013.3,-6,0,1.4,3,113
119,46,91,2300,3.1,1013.3,-6.3,0,1.7,4,121
118,47,90,2400,2.3,1013.1,-6.1,0,0.2,2,121
121,43,86,2300,2.6,1012.7,-6.5,0,1,3,117
108,40,84,2000,1.1,1012.7,-5.8,0,0.2,2,105
118,49,87,2600,0.3,1012.5,-5.7,0,0.4,3,108
137,41,86,3600,0.4,1012.1,-5.8,0,0,3,131
94,38,80,2000,0,1012.2,-6,0,0.5,1,99
118,38,79,2600,-0.2,1012.2,-5.4,0,0.4,2,111
181,30,99,5200,1.9,1012.1,-4.6,0,1.9,4,158
157,23,92,4100,0.9,1013,-4.5,0,1.3,2,148
212,50,105,5900,5.6,1012.7,-4.8,0,1.1,7,185
256,80,114,6600,12.2,1012.4,-6.3,0,1.4,10,229
133,69,60,2600,13.8,1011.4,-6.5,0,1.6,9,127
58,52,32,900,14.7,1010.4,-6.8,0,2.9,23,53
47,43,25,700,15,1009.9,-6.6,0,2.9,35,42
55,13,18,500,15.1,1009,-7.1,0,4.7,50,24
45,13,18,400,15.3,1009,-6.9,0,3,55,20
38,18,30,500,14.1,1009.5,-6.8,0,2.6,42,20
38,20,36,500,12.4,1009.7,-7.1,0,1.1,35,24
53,19,45,700,9.9,1009.8,-6.5,0,1.7,23,32
45,22,45,800,8.9,1010.3,-6.5,0,1.1,24,33
66,35,55,1300,7.4,1010.1,-6,0,1,11,51
60,50,52,1300,6.7,1010.3,-6,0,2.1,8,52
62,47,51,1500,7.1,1010.8,-5.9,0,0.7,7,56
90,50,56,2400,7.1,1011.1,-5.9,0,1.2,5,72
96,45,52,2300,7.7,1010.8,-6.5,0,2.3,7,84
118,56,60,2500,11.3,1010.6,-6.6,0,2.6,3,107
83,39,42,1000,9.1,1010.1,-6.8,0,1.5,11,58
71,39,49,900,8.9,1009.6,-6.1,0,2.1,4,54
77,63,48,900,9.6,1009.6,-6.7,0,2.4,5,59
76,59,48,800,9.4,1009.2,-6.9,0,3,10,53
69,45,33,1000,8.8,1008.8,-7,0,2.2,23,44
67,25,24,500,8.8,1008.7,-7,0,1.2,32,34
70,39,33,700,9,1008.4,-8.6,0,0.8,22,39
83,35,34,700,9.2,1008.4,-8.9,0,0.9,18,41
107,30,38,800,9.2,1007.9,-9.3,0,1.5,14,46
115,29,29,600,9.5,1007.3,-10.6,0,3.9,25,39
165,18,27,600,9.7,1006.3,-11,0,2.9,29,52
241,7,19,400,9.6,1005.3,-11.1,0,4,42,64
220,7,18,400,10.1,1004.2,-10.7,0,2.2,44,71
244,14,24,400,10,1003.6,-10.8,0,2.8,37,71
244,14,23,400,9.8,1003.4,-10.4,0,2.1,38,77
237,15,31,500,8.2,1003.6,-10.2,0,0.9,32,78
209,20,40,700,6.5,1003.9,-9.9,0,0.8,21,83
199,25,53,1200,7.1,1004.2,-9.8,0,0.8,9,86
144,14,39,900,8.1,1004.7,-9.4,0,2.9,18,69
100,12,29,600,6.6,1005.4,-8.6,0,1.7,29,44
70,15,13,300,5.2,1005.8,-9,0,1.6,47,21
40,12,16,400,4.4,1006.2,-9.4,0,1.1,44,21
29,5,15,500,3.9,1006.1,-9.2,0,3.1,46,17
39,9,33,500,4.5,1006.1,-9.7,0,3.8,20,21
39,8,28,400,3.7,1006.6,-9.3,0,1.9,23,19
33,9,31,400,3.6,1007.2,-9.4,0,3.4,19,12
30,8,27,400,2.7,1007.6,-9.6,0,1.3,21,13
30,11,20,400,3.2,1008.6,-10.8,0,3.3,30,15
25,7,11,300,2.4,1008.8,-11.5,0,1.9,39,9
16,9,9,300,2.5,1009.6,-11.8,0,1.9,39,10
15,14,13,300,1.5,1010.6,-11,0,0.5,38,8
24,34,24,400,3.8,1011.1,-11.4,0,2.5,25,13
28,27,22,500,4.5,1011.1,-11.6,0,4.4,31,16
27,21,18,500,5.3,1010.8,-11.8,0,3.7,38,13
36,17,13,400,5.9,1009.4,-13.2,0,3.9,47,14
26,13,13,400,6.1,1008.6,-13,0,5.8,50,18
51,12,12,400,6.6,1008,-13.7,0,4.7,55,13
65,11,14,400,6.7,1008,-15.4,0,4.5,52,18
55,9,14,400,6.5,1008.3,-16.2,0,3.9,54,10
46,10,18,400,5.2,1008.4,-15.4,0,1.3,51,11
38,13,34,500,3.3,1008.4,-14.9,0,0,30,15
55,30,50,1300,1.3,1008.8,-14.4,0,2,17,45
73,34,56,1500,0.8,1008.9,-14.4,0,1.5,12,64
66,31,46,1600,0,1008.7,-14.4,0,0.5,14,61
30,17,26,800,0.3,1008.7,-14.5,0,1.2,24,25
28,18,24,600,-0.8,1008.4,-14.7,0,0.6,27,19
35,16,35,800,-1.2,1008.1,-14.7,0,1.6,17,24
39,23,34,1000,-1.8,1007.9,-13.6,0,0.7,15,35
47,25,35,1100,-1.7,1008.5,-13.9,0,1.6,12,38
35,18,28,900,0.4,1008.8,-13.7,0,0.7,21,21
56,23,43,1500,1.4,1008.7,-14.7,0,1.6,10,41
29,11,23,600,-0.2,1008.6,-14.6,0,0.9,34,20
15,42,18,400,-0.4,1008.6,-15.5,0,1.5,41,10
15,42,18,400,0.3,1009.2,-16.1,0,2.1,36,10
14,33,27,400,0.5,1009.8,-15.9,0,1.5,29,10
17,30,25,400,2.7,1010.2,-15.9,0,2.1,31,11
21,52,23,500,5,1010.1,-16.2,0,0,35,15
14,26,10,300,5.8,1009.7,-16.8,0,3.7,55,7
15,14,15,400,6.2,1009,-16.4,0,5.9,51,12
39,15,13,400,6.4,1008.3,-17.7,0,6,55,13
81,8,12,400,6.7,1008,-19,0,5.2,58,12
67,4,10,300,5.9,1008.2,-20.5,0,5.1,62,15
80,5,13,400,5,1009.1,-22.1,0,5.2,59,10
77,3,12,300,3.6,1010,-23.2,0,3.2,60,14
68,3,13,300,2.5,1011.3,-24.1,0,4.3,60,13
69,3,11,300,1.5,1012.3,-24,0,4.1,62,12
69,3,8,300,0.4,1014,-23.3,0,4.4,66,10
58,3,6,300,-0.3,1014.7,-22.5,0,6.1,65,7
26,3,9,300,-0.8,1015.8,-21.6,0,6.2,60,5
62,2,4,200,-1.5,1016.4,-22.8,0,5.5,66,5
28,1,3,200,-2,1016.4,-22.6,0,6.6,68,9
20,2,5,200,-2.5,1016.2,-21.9,0,6,67,10
19,2,5,200,-2.5,1016.2,-21.4,0,6.6,67,4
14,2,5,200,-2.7,1016.1,-21.5,0,6.3,64,6
18,3,4,200,-3.1,1016.3,-21.9,0,4.8,66,5
18,3,4,200,-3.8,1016.6,-23.5,0,4.6,53,3
16,3,4,200,-4.1,1017.5,-23.2,0,3.6,56,3
15,4,7,200,-4.5,1018,-23.1,0,2.6,50,4
18,5,10,200,-4.5,1018.6,-23.6,0,3.9,46,9
16,4,13,300,-3.6,1019.7,-23.4,0,4.4,43,9
25,4,11,300,-3,1019.8,-24.1,0,5.9,43,7
24,5,8,200,-2.5,1019.9,-25,0,5.7,46,7
49,5,10,300,-1.9,1019.2,-25.2,0,5.9,44,9
58,5,11,300,-1.7,1018.8,-25.8,0,7.1,43,15
66,5,10,300,-0.9,1017.7,-26,0,6.4,44,13
56,5,10,300,-0.6,1017.6,-25.7,0,6,46,10
72,7,11,300,-1,1017.9,-26,0,6.6,45,13
90,6,15,300,-1.6,1018.4,-26.5,0,5.2,42,10
78,5,18,300,-1.8,1019,-25.9,0,4.4,39,10
55,6,17,300,-2,1019.5,-26,0,5,40,12
44,5,17,300,-2.2,1019.7,-26.2,0,3.5,39,14
32,4,11,300,-2.4,1019.9,-25.6,0,4,46,6
32,4,8,300,-2.7,1020,-25.8,0,3.1,50,5
24,4,9,300,-3,1019.9,-26.1,0,4,48,7
26,6,17,300,-3.4,1020.2,-26.4,0,4.5,37,10
23,5,14,300,-3.7,1019.8,-25.9,0,3.5,43,13
26,8,29,400,-3.7,1019.6,-25.9,0,4.6,22,10
25,9,24,300,-3.5,1019.3,-25.8,0,5.3,28,6
31,12,22,400,-3.3,1019,-25.6,0,5.4,30,3
33,12,20,300,-3.3,1018.6,-25.6,0,7.1,32,8
35,13,17,300,-3.2,1018.9,-25.5,0,6.6,35,8
76,16,18,300,-2.8,1018.9,-25.2,0,5.2,34,6
46,17,18,400,-2.3,1019.4,-25.5,0,5.8,34,14
24,10,16,400,-0.7,1019.4,-25,0,5.8,39,6
24,8,13,300,0.4,1019.2,-24.9,0,7.3,43,9
41,6,10,300,1.6,1018.5,-24.8,0,6.5,47,12
49,9,10,300,2.5,1017.2,-24.1,0,8.1,51,13
52,11,11,400,4.2,1016.5,-23.8,0,6.1,52,11
61,12,12,400,4.2,1015.9,-22.8,0,5.9,51,6
49,14,15,500,4.9,1015.1,-21.3,0,4.9,49,15
44,14,19,500,6,1014.9,-18.8,0,6.4,46,16
50,11,17,500,5.8,1014.6,-15.5,0,6.6,50,12
60,16,22,500,6.2,1014.6,-13.4,0,4.5,44,14
42,13,25,500,6.5,1014.7,-13.7,0,5.5,39,12
32,12,25,500,6.5,1014.6,-13.7,0,4.6,38,13
28,12,20,500,6.2,1014.8,-13.4,0,3.5,43,12
27,11,22,500,5,1015.1,-13,0,1.2,40,10
23,18,16,500,4,1015.1,-12.9,0,0.7,46,12
24,80,30,800,3.2,1015.1,-13.2,0,1.2,27,16
23,52,23,600,2,1014.6,-13,0,1.4,35,17
26,33,30,900,1.9,1014.6,-12.7,0,1,25,22
35,28,34,1100,0.1,1014.5,-12.2,0,1.2,22,23
20,27,20,800,2.1,1014.2,-12.9,0,1.6,39,16
22,65,27,800,5.3,1013.8,-13.2,0,5.3,30,17
22,116,35,1100,5.8,1013.5,-13.3,0,3.3,20,23
24,23,20,500,3.9,1013.2,-13.4,0,2,41,11
22,30,23,600,6.4,1013.6,-13.3,0,5.6,40,16
31,37,31,800,6.6,1013.6,-12.1,0,1.3,30,21
32,29,31,800,8.7,1013,-12.5,0,3.5,32,25
57,33,40,1100,10.1,1012,-11.9,0,3.6,24,41
27,22,19,600,10.9,1010.6,-12.5,0,4.7,48,16
23,19,17,500,11.4,1009.6,-12.1,0,5.1,54,16
31,24,17,500,12.5,1008.7,-12.7,0,4.6,52,23
33,25,18,500,12,1007.7,-11.6,0,4.1,51,20
33,28,21,600,11.6,1007.5,-11.3,0,3.1,49,24
41,35,29,700,10.1,1007.7,-11.3,0,1.8,37,29
51,39,45,800,8.7,1007.8,-11.3,0,1.3,17,34
83,66,58,1900,8.5,1008.1,-11,0,1.8,6,79
74,53,61,1800,8.9,1008.1,-11.2,0,1.3,4,66
69,56,59,1700,9.1,1008,-11.5,0,3.4,5,64
74,62,62,2300,10.1,1008.2,-11.3,0,3.8,6,71
111,73,69,3600,8.5,1008.2,-11,0,1.4,8,116
69,44,56,1500,5.6,1008.6,-11.1,0,2,6,64
87,55,63,2000,5.8,1008.8,-11.3,0,1.3,4,85
43,43,44,1100,6,1009.6,-12.1,0,0.8,8,42
42,45,41,1000,5.6,1010.4,-12.4,0,3.8,12,36
44,57,42,700,4.7,1011.1,-12.7,0,1.3,12,33
45,40,42,700,3.8,1011.7,-13.1,0,1,16,33
42,46,43,900,4.2,1012.8,-13.2,0,1.3,16,35
45,41,35,700,4.7,1013.7,-14.2,0,2.9,24,28
40,35,29,600,4.3,1015.1,-14.5,0,1.8,30,26
47,66,33,700,5.8,1015.9,-14.3,0,0.6,27,25
40,54,29,700,8,1016,-14.9,0,1.6,31,24
33,73,22,600,8.8,1015.9,-13.6,0,2,37,21
28,29,14,400,9.3,1015.1,-13.2,0,4.2,49,15
27,28,15,400,10.4,1014.8,-13,0,2.3,52,12
26,35,15,400,10.6,1014.4,-12.8,0,4,57,18
28,21,18,400,10.3,1014.2,-12.4,0,4.2,53,18
30,11,21,400,9.6,1014.7,-12.3,0,4.2,54,15
34,14,18,400,8.3,1015.1,-12.2,0,2.8,62,14
36,19,23,400,7.9,1015.9,-12,0,2.4,52,13
42,22,31,500,6.2,1016.7,-11.9,0,1.7,43,20
39,34,37,700,4.6,1016.8,-11.9,0,0.5,35,26
39,56,37,800,4.1,1016.8,-12.4,0,2.6,29,27
35,42,46,800,3.9,1017.1,-12.6,0,1.5,18,28
28,39,26,500,4.2,1017.1,-12.7,0,1.3,42,20
33,32,31,700,3.9,1016.8,-12.6,0,1.6,35,25
34,43,30,700,4.3,1016.6,-12.6,0,2.1,33.8436,30
34,77,33,600,3.7,1016.4,-11.9,0,1.7,31,25
32,62,30,700,2.9,1016.2,-11.8,0,1.1,33,25
31,107,35,700,3.8,1015.8,-11.8,0,2.2,27,28
30,82,34,700,3,1015.7,-11.7,0,0.9,27,25
29,90,38,900,2.8,1016,-11.9,0,1.7,22,24
24,82,33,800,2.5,1016,-11.8,0,2.1,30,19
27,94,36,800,1.8,1016.2,-11.7,0,1.8,26,25
33,74,44,900,5.4,1016.2,-11.3,0,3,17,24
39,46,39,900,8,1016.1,-12.5,0,4.9,23,31
40,30,24,500,9,1015.4,-12.8,0,5.2,47,25
42,24,19,400,10.1,1014.1,-13.9,0,4.5,59,26
49,21,16,400,10.9,1013.1,-14,0,4.5,65,26
27,21,16,400,11.6,1012.2,-14.2,0,3.5,65,23
26,23,20,500,11.9,1011.6,-14,0,3.7,62,23
24,21,22,400,11.3,1011.4,-13.7,0,3.1,64,24
28,22,24,500,9.4,1011.3,-11.9,0,1.1,59,22
36,24,34,600,7.5,1011.5,-9.9,0,0.9,43,22
135,49,90,2200,4.9,1011.6,-11.7,0,1.6,10,114
145,45,95,2100,3.6,1011.6,-11.6,0,0.7,9,140
156,57,88,2800,2.9,1011.8,-12.2,0,0,11,159
122,51,77,2500,2.3,1011.8,-12.4,0,1.7,9,112
111,50,72,2700,1.2,1011.8,-11.6,0,0.1,12,105
107,55,68,2800,0.6,1011.8,-11.8,0,1.4,11,111
122,55,68,3800,-0.6,1011.3,-10.8,0,1.3,12,126
138,51,67,4300,-0.9,1011,-10.6,0,0.4,15,158
123,48,61,4600,-0.7,1010.8,-10.6,0,0,14,123
160,47,67,5100,-0.7,1010.3,-10.9,0,2,14,153
143,47,69,5200,-1.7,1010,-10.8,0,1.1,13,121
137,35,62,4600,-1.5,1009.8,-9.6,0,0.7,10,124
82,22,47,2600,-0.8,1010.2,-10.7,0,0.5,7,92
96,36,52,2700,-0.5,1010.7,-9.9,0,0.1,10,81
119,107,65,3200,1.4,1010.7,-9.3,0,1.3,10,113
150,113,69,3900,7.5,1010.4,-10.3,0,1,9,133
144,104,61,3000,10.4,1009.8,-11.6,0,1,12,118
64,91,41,1100,9.3,1009.1,-8.3,0,1.9,17,58
298,103,132,5800,10.7,1008.4,-7.1,0,1.1,14,244
336,119,152,6100,10.8,1007.9,-8,0,1.5,13,308
248,90,129,4200,11.7,1007.5,-8.2,0,1.5,11,240
223,95,123,3800,10.8,1007.9,-8,0,1,9,217
213,96,117,3200,8.9,1008,-8.2,0,0.6,8,203
196,68,108,2800,6.4,1008.6,-8.4,0,1.1,7,193
198,69,106,3200,5.1,1009.4,-9.9,0,0.9,7,194
206,82,102,4000,4.9,1010.3,-10.1,0,0.5,11,214
101,76,70,2000,3.8,1011,-9.2,0,0.1,3,121
158,105,77,4200,5.3,1011.5,-10.1,0,1.5,13,144
129,110,71,3000,5.8,1011.5,-10.5,0,1.8,9,126
75,79,60,1500,5.8,1011.9,-10.5,0,1.2,8,86
78,81,58,1400,6.4,1011.7,-10.8,0,2.2,8,72
77,87,58,1400,6.5,1012.1,-10.7,0,1.7,8,74
84,85,56,1300,5.7,1012.5,-11,0,0.4,8,70
81,73,51,1100,5.7,1012.5,-11,0,1.1,9,61
66,61,51,1100,5.2,1012.6,-11,0,1.1,23,54
55,60,35,1100,4.9,1013,-10.8,0,1.4,29,47
45,50,31,1200,4.9,1013.8,-11.3,0,1,36,38
40,30,29,700,5.6,1014.8,-11.1,0,1.1,37,29
41,24,30,700,7.7,1015.1,-10.6,0,1.4,35,28
47,26,25,700,10.4,1014.9,-10.4,0,0.8,39,27
39,31,21,700,11.8,1014.7,-10.5,0,0.7,48,26
35,27,17,700,13,1014,-10.1,0,1.2,57,26
32,39,19,500,13.2,1013,-11.4,0,3.7,55,26
30,19,16,400,13.6,1012.2,-11.8,0,3.5,65,22
39,12,15,400,13.9,1011.9,-11.6,0,3.9,72,20
35,11,15,400,13.3,1011.7,-12,0,2.4,72,19
37,21,21,500,11.5,1012,-10.7,0,2.4,66,24
